Pedurma-ID,Other-ID,Title,Image-group,Range,First-image,Last-image
AT2888,Q5052,'chi med kyi 'phrang sel,I1PD95893,132-162,I1PD958930189.jpg,I1PD958930219.jpg
AT2889,Q5053,'chi med grub pa'i sdom pa bshi'i 'khrul 'khor gyi yig sna,I1PD95893,163-167,I1PD958930220.jpg,I1PD958930224.jpg
AT2890,Q5054,'chi med kyi dngos gzhi bcu bdun gyi rnam gzhag,I1PD95893,168-195,I1PD958930225.jpg,I1PD958930252.jpg
AT2891,Q5055,'chi med grub pa'i rtsa mdud brgyad 'grol ba'i 'khrul 'khor gyi yig sna,I1PD95893,196-200,I1PD958930253.jpg,I1PD958930257.jpg
AT2892,Q5057,rdo rje bzlas pa'i rnam gzhag,I1PD95893,201-202,I1PD958930258.jpg,I1PD958930259.jpg
AT2893,Q5057,rdo rje bzlas pa'i rnam gzhag,I1PD95893,203-204,I1PD958930260.jpg,I1PD958930261.jpg
AT2894,Q5058,'chi med grub pa'i 'grel pa zhes bya ba,I1PD95893,205-244,I1PD958930262.jpg,I1PD958930301.jpg
AT2895,Q5059,'chi med grub pa'i gsang ba rdo rje bzlas pa,I1PD95893,245-246,I1PD958930302.jpg,I1PD958930303.jpg
AT2896,Q5060,ngo sprod po'i rtsa ba zhes bya ba,I1PD95893,247-248,I1PD958930304.jpg,I1PD958930305.jpg
AT2897,Q5061,ngo sprod chen po'i 'grel pa zhes bya ba,I1PD95893,249-257,I1PD958930306.jpg,I1PD958930314.jpg
AT2898,Q5062,shing rta 'khor lo'i 'khrul 'khor bco lnga pa,I1PD95893,258-263,I1PD958930315.jpg,I1PD958930320.jpg
AT2899,Q5063,bum pa can gyi 'khrul 'khor bco lnga pa,I1PD95893,264-268,I1PD958930321.jpg,I1PD958930325.jpg
AT2900,Q5064,'go thur dbyug pa'i 'khrul 'khor bco lnga pa,I1PD95893,269-273,I1PD958930326.jpg,I1PD958930330.jpg
AT2901,Q5065,rtsa stong 'khyil pa'i 'khrul 'khor bco lnga pa,I1PD95893,274-278,I1PD958930331.jpg,I1PD958930335.jpg
AT2902,Q5066,gang ba can gyis 'khrul 'khor bco lnga pa,I1PD95893,279-283,I1PD958930336.jpg,I1PD958930340.jpg
AT2903,Q5067,tsan d+ha li'i 'khrul 'khor bcu gcig,I1PD95893,284-287,I1PD958930341.jpg,I1PD958930344.jpg
AT2904,Q5068,dben pa brgyad kyi bcos thabs 'chi med,I1PD95893,288-311,I1PD958930345.jpg,I1PD958930368.jpg
AT2905,Q5076,'chi med grub pa'i khams lnga'i man ngag,I1PD95893,312-316,I1PD958930369.jpg,I1PD958930373.jpg
AT2906,Q5077,nyon mongs pa phra rags sdom par bya ba,I1PD95893,317-319,I1PD958930374.jpg,I1PD958930376.jpg
AT2907,Q5078,rlung skyon sel ba'i go rims,I1PD95893,320-331,I1PD958930377.jpg,I1PD958930388.jpg
AT2908,Q5079,'chi med grub pa'i dkyil 'khor zhes bya ba,I1PD95893,332-334,I1PD958930389.jpg,I1PD958930391.jpg
AT2909,Q5080,man+Dal dpe chung ltar bris pa,I1PD95893,335-337,I1PD958930392.jpg,I1PD958930394.jpg
AT2910,Q5081,grub mtha'i man ngag lam bslang,I1PD95893,338-349,I1PD958930395.jpg,I1PD958930406.jpg
AT2911,Q5082,rdo rje sems dpa'i zhus lan,I1PD95893,350-364,I1PD958930407.jpg,I1PD958930421.jpg
AT2912,Q5083,rdo rje theg pa'i rtsa ba'i ltung ba,I1PD95893,365-368,I1PD958930422.jpg,I1PD958930425.jpg
AT2913,Q5084,yan lag gi nyes pa,I1PD95893,369-371,I1PD958930426.jpg,I1PD958930428.jpg
AT2914,Q5085,ltung ba bco lnga pa,I1PD95893,372-374,I1PD958930429.jpg,I1PD958930431.jpg
AT2918,Q5089,tshogs kyi 'khor lo'i mchod pa'i rim pa zhes bya ba,I1PD95893,395-405,I1PD958930452.jpg,I1PD958930462.jpg
AT2919,Q5090,tsan dan gyi sku rgya nag na bzhugs pa'i byon tshul,I1PD95893,406-409,I1PD958930463.jpg,I1PD958930466.jpg
AT2920,Q5091,grub thob brgyad cu rtsa bzhi'i lo rgyus,I1PD95893,413-561,I1PD958930472.jpg,I1PD958930620.jpg
AT2921,Q5092,grub thob brgyad cu rtsa bzhi'i rtogs pa'i snying po dang de'i don 'grel,I1PD95893,562-670,I1PD958930621.jpg,I1PD958930729.jpg
AT2922,Q5093,man ngag rin chen 'phreng ba,I1PD95893,671-675,I1PD958930730.jpg,I1PD958930734.jpg
AT2923,Q5094,mkha' 'gro ma gsum gyis zab mo'i glu blang ba,I1PD95893,676-678,I1PD958930735.jpg,I1PD958930737.jpg
AT2924,Q5095,zab lam thun mong ma yin pa gcig rdzogs legs par,I1PD95893,679-695,I1PD958930738.jpg,I1PD958930754.jpg
AT2925,Q5096,grub pa'i dbang phyug paN+Di ta chen po shrA+i ba na rat+na'i zhal lung rin po che'i snying po'i phreng ba,I1PD95893,696-708,I1PD958930755.jpg,I1PD958930767.jpg
AT2926,Q5099,zhal lung rin po che'i phreng ba,I1PD95893,709-718,I1PD958930768.jpg,I1PD958930777.jpg
AT2928,Q5102,dpal sha ba ri'i bstod pa rin po che zhes bya ba,I1PD95893,722-726,I1PD958930781.jpg,I1PD958930785.jpg
AT2929,Q5103,dpal rak+sha bdag nyid chen po'i bstan bcos,I1PD95893,727-729,I1PD958930786.jpg,I1PD958930788.jpg
AT2931,Q5105,'jig rten mgon po zhal bcu gcig pa'i sgrub thabs,I1PD95893,736-739,I1PD958930795.jpg,I1PD958930798.jpg
AT2932,Q5106,'jig rten mgon po ri khrod pa'i sgrub thabs,I1PD95893,740-743,I1PD958930799.jpg,I1PD958930802.jpg
AT2933,Q5107,gso sbyong rang gi blang ba'i cho ga,I1PD95893,744-746,I1PD958930803.jpg,I1PD958930805.jpg
AT2935,Q5109,o rgyan las 'byung ba'i 'jam pa'i rdo rje'i sgrub thabs,I1PD95893,750-754,I1PD958930809.jpg,I1PD958930813.jpg
AT2939,Q5113,dpal o rgyan gyi rim pa sgrol ma'i mngon par rtogs pa,I1PD95893,766-771,I1PD958930825.jpg,I1PD958930830.jpg
AT2940,Q5114,byang phyogs nas 'byung ba rdo rje sgrol ma'i sgrub thabs,I1PD95893,772-774,I1PD958930831.jpg,I1PD958930833.jpg
AT2941,Q5115,ral pa gcig ma dkar mo'i sgrub thabs,I1PD95893,775-777,I1PD958930834.jpg,I1PD958930836.jpg
AT2942,Q5115,ral pa gcig ma dkar mo'i sgrub thabs,I1PD95893,778-780,I1PD958930837.jpg,I1PD958930839.jpg
AT2943,Q5117,ral gcig ma'i kun du spyod pa,I1PD95893,781-783,I1PD958930840.jpg,I1PD958930842.jpg
AT2946,Q5120,dpal rnam par snang mdzad kyi sgrub thabs,I1PD95893,789-790,I1PD958930848.jpg,I1PD958930849.jpg
AT2947,Q5121,dpal rdo rje snang byed gser zhes bya ba'i sgrub thabs,I1PD95893,791-793,I1PD958930850.jpg,I1PD958930852.jpg
AT2948,Q5122,bdud rtsi 'od kyi sgrub thabs,I1PD95893,794-796,I1PD958930853.jpg,I1PD958930855.jpg
AT2951,Q5125,'brum bu zhi bar byed pa sna tshogs yum gyi sgrub thabs,I1PD95893,801-803,I1PD958930860.jpg,I1PD958930862.jpg
AT2952,Q5126,'phags ma bskul byed ma'i sgrub thabs,I1PD95893,804-806,I1PD958930863.jpg,I1PD958930865.jpg
AT2953,Q5127,nor 'dzin ma'i rtog pa,I1PD95893,807-810,I1PD958930866.jpg,I1PD958930869.jpg
AT2954,Q5128,nor dpal mo'i rtog pa,I1PD95893,811-816,I1PD958930870.jpg,I1PD958930875.jpg
AT2962,Q5136,'dus pa las byung ba chu sbyin dbang po'i sgrub thabs,I1PD95893,838-843,I1PD958930897.jpg,I1PD958930902.jpg
AT2963,Q5137,rnam thos kyi bu'i sgrub thabs,I1PD95893,844-846,I1PD958930903.jpg,I1PD958930905.jpg
AT2965,Q5139,khro bo chen po rdo rje sa 'og gi sgrub thabs,I1PD95893,851-853,I1PD958930910.jpg,I1PD958930912.jpg
AT2966,Q5140,gtsug tor 'khor los bsgyur ba'i sgrub thabs,I1PD95893,854-856,I1PD958930913.jpg,I1PD958930915.jpg
AT2967,Q5141,gtsug tor rnam par rgyal ba mchod thabs,I1PD95893,857-858,I1PD958930916.jpg,I1PD958930917.jpg
AT2970,Q5173,'dod pa'i rgyal po'i sgrub thabs,I1PD95893,864-866,I1PD958930923.jpg,I1PD958930925.jpg
AT2971,Q5145,rdo rje dbyug pa sngon po'i sgrub thabs,I1PD95893,867-868,I1PD958930926.jpg,I1PD958930927.jpg
AT2975,Q5149,'khrul 'khor gyi sgrub thabs,I1PD95893,881-882,I1PD958930940.jpg,I1PD958930941.jpg
AT2978,Q5152,lha dbang bskur ba'i cho ga,I1PD95893,890-894,I1PD958930949.jpg,I1PD958930953.jpg
AT2980,Q5154,bya ba'i sbyor ba,I1PD95893,899-905,I1PD958930958.jpg,I1PD958930964.jpg
AT2981,Q5155,khro mo'i dbang phyug rnam par rgyal ma'i sgrub thabs,I1PD95893,906-909,I1PD958930965.jpg,I1PD958930968.jpg
AT2982,Q5156,dpal 'khor lo sdom pa lhan cig skyes pa'i sgrub thabs,I1PD95893,910-917,I1PD958930969.jpg,I1PD958930976.jpg
AT2984,Q5158,dpal 'khor lo sdom pa gnyis su med pa dpa' bo'i sgrub thabs,I1PD95893,922-926,I1PD958930981.jpg,I1PD958930985.jpg
AT2985,Q5159,mdor bsdus pa'i he ru ka'i sgrub thabs,I1PD95893,927-929,I1PD958930986.jpg,I1PD958930988.jpg
AT2986,Q5160,dges pa rdo rje'i sgrub thabs man ngag gi gnas zhes bya ba,I1PD95893,930-934,I1PD958930989.jpg,I1PD958930993.jpg
AT2987,Q5161,dpal he ru ka rje btsun gyi sgrub thabs mdor bsdus pa,I1PD95893,935-939,I1PD958930994.jpg,I1PD958930998.jpg
AT2988,Q5162,dpal phyag na rdo rje'i sgrub thabs,I1PD95893,940-942,I1PD958930999.jpg,I1PD958931001.jpg
AT2989,Q5163,'phags pa gos sngon po can gyi sgrub thabs,I1PD95893,943-945,I1PD958931002.jpg,I1PD958931004.jpg
AT2990,Q5164,gnod sbyin gyi ded dpon chen po gos sngon po can gyi sgrub thabs,I1PD95893,946-948,I1PD958931005.jpg,I1PD958931007.jpg
AT2991,Q5165,rje btsun phyag na rdo rje'i sgrub thabs,I1PD95893,949-953,I1PD958931008.jpg,I1PD958931012.jpg
AT2992,Q5166,'phags pa lag na rdo rje gos sngon can gyi cho ga zhes bya ba'i gzungs,I1PD95893,954-957,I1PD958931013.jpg,I1PD958931016.jpg
AT2993,Q5167,mkha' lding gi sgrub thabs,I1PD95893,958-960,I1PD958931017.jpg,I1PD958931019.jpg
AT2994,Q5168,rdo rje gtum mo'i sgrub thabs,I1PD95893,961-963,I1PD958931020.jpg,I1PD958931022.jpg
AT2995,Q5169,rgan byad ma'i sgrub thabs,I1PD95893,964-965,I1PD958931023.jpg,I1PD958931024.jpg
AT2996,Q5170,rang byin gyis brlab pa'i nag po chen po'i sgrub thabs,I1PD95893,966-969,I1PD958931025.jpg,I1PD958931028.jpg
AT2999,Q5173,'dod pa'i rgyal po'i sgrub thabs,I1PD95893,977-980,I1PD958931036.jpg,I1PD958931039.jpg
AT3000,Q5174,ma hA kA la dmar po'i sgrub thabs,I1PD95893,981-983,I1PD958931040.jpg,I1PD958931042.jpg
AT3001,Q5175,kA la chen po'i sgrub thabs,I1PD95893,984-985,I1PD958931043.jpg,I1PD958931044.jpg
AT3002,Q5176,tshogs kyi dbang ldan chen po sgrub pa'i thabs,I1PD95893,986-993,I1PD958931045.jpg,I1PD958931052.jpg
AT3003,Q5178,rdo rje'i lam bzang po zhes bya ba,I1PD95893,994-1005,I1PD958931053.jpg,I1PD958931064.jpg
AT3005,Q5179,rnal 'byor gyi glu,I1PD95893,1009-1013,I1PD958931068.jpg,I1PD958931072.jpg
AT3006,Q5180,bcom ldan 'das rdo rje sems dpa'i sgrub thabs rang byin rlab pa'i man ngag gi rim pa,I1PD95893,1014-1029,I1PD958931073.jpg,I1PD958931088.jpg
AT3007,Q5181,yon po srong ba'i man ngag,I1PD95893,1030-1032,I1PD958931089.jpg,I1PD958931091.jpg
AT3008,Q5182,las sna tshogs spyod pa'i man ngag,I1PD95893,1033-1043,I1PD958931092.jpg,I1PD958931102.jpg
AT3063,,rten cing 'brel par 'byung ba'i snying po'i rnam par bshad pa,I1PD95902,404-411,I1PD959020432.jpg,I1PD959020439.jpg
AT3440,Q5706,tshad ma rigs par 'jug pa'i sgo zhes bya ba'i rab tu byed pa,I1PD95942,442-452,I1PD959420464.jpg,I1PD959420474.jpg
AT3529,Q5786,nye bsgyur gyi mtshan nyis bshad pa,I1PD95954,1904-1942,I1PD959541935.jpg,I1PD959541973.jpg
AT3552,Q5804,sku gsung thugs kyi cha tshad,I1PD95959,867-872,I1PD959590905.jpg,I1PD959590910.jpg
AT3554,Q5806,ri mo'i mtshan nyid,I1PD95959,883-910,I1PD959590921.jpg,I1PD959590948.jpg
AT3558,Q5808,spos sbyor rin po che'i 'phreng ba zhes bya ba,I1PD95959,937-938,I1PD959590975.jpg,I1PD959590976.jpg
AT3561,Q5811,rten cing 'brel par 'byung ba'i de kho na nyid ces bya ba,I1PD95959,949-972,I1PD959590987.jpg,I1PD959591010.jpg
AT3562,Q5812,shA ri'i bu'i brgyad pa,I1PD95959,973-975,I1PD959591011.jpg,I1PD959591013.jpg
AT3565,Q5814,mo rtsis 'jam pa'i dbyangs,I1PD95959,1244-1259,I1PD959591282.jpg,I1PD959591297.jpg
AT3581,Q5831,bya rog gi skad brtag par bya ba,I1PD95959,1463-1468,I1PD959591501.jpg,I1PD959591506.jpg
AT3596,Q5838,sgra'i rnam par dbye ba bstan pa,I1PD95960,443-465,I1PD959600478.jpg,I1PD959600500.jpg
AT3638,,bde legs su gyur pa'i tshigs su bcad pa,I1PD95961,1760-1762,I1PD959611790.jpg,I1PD959611792.jpg
AT3669,Q5894,su pra'i mtha' rin chen 'byung gnas zhes bya ba,I1PD95965,293-322,I1PD959650326.jpg,I1PD959650355.jpg
